#only with alcohol as X, QUALITY AS Y

,dense value,loss,duration,Y_test,Y_pred
0,500,"[0.6201979590827835, 0.4783281683921814]",12.662431478500366,5.0,5.552943706512451
1,500,"[0.6201979590827835, 0.4783281683921814]",12.669412851333618,7.0,6.379910469055176
2,500,"[0.6201979590827835, 0.4783281683921814]",12.675397634506226,6.0,5.655592918395996
3,500,"[0.6201979590827835, 0.4783281683921814]",12.680383205413818,5.0,5.587464332580566
4,500,"[0.6201979590827835, 0.4783281683921814]",12.686407566070557,6.0,5.153207302093506
5,500,"[0.6201979590827835, 0.4783281683921814]",12.691355466842651,5.0,5.411821365356445
6,500,"[0.6201979590827835, 0.4783281683921814]",12.697338819503784,6.0,5.1910529136657715
7,500,"[0.6201979590827835, 0.4783281683921814]",12.702324628829956,6.0,5.1910529136657715
8,500,"[0.6201979590827835, 0.4783281683921814]",12.708308935165405,5.0,5.375782489776611
9,500,"[0.6201979590827835, 0.4783281683921814]",12.714292526245117,7.0,5.552943706512451
10,500,"[0.6201979590827835, 0.4783281683921814]",12.720276832580566,6.0,5.447558403015137
11,500,"[0.6201979590827835, 0.4783281683921814]",12.726289987564087,6.0,5.265847682952881
12,500,"[0.6201979590827835, 0.4783281683921814]",12.731249809265137,7.0,6.379910469055176
13,500,"[0.6201979590827835, 0.4783281683921814]",12.737231254577637,5.0,5.587464332580566
14,500,"[0.6201979590827835, 0.4783281683921814]",12.743216276168823,5.0,5.411821365356445
15,500,"[0.6201979590827835, 0.4783281683921814]",12.749199151992798,6.0,5.265847682952881
16,500,"[0.6201979590827835, 0.4783281683921814]",12.755183219909668,5.0,5.265847682952881
17,500,"[0.6201979590827835, 0.4783281683921814]",12.761167287826538,5.0,5.375782489776611
18,500,"[0.6201979590827835, 0.4783281683921814]",12.767152309417725,5.0,5.820596694946289
19,500,"[0.6201979590827835, 0.4783281683921814]",12.77313494682312,7.0,6.09867525100708
20,500,"[0.6201979590827835, 0.4783281683921814]",12.77911925315857,6.0,6.068964004516602
21,500,"[0.6201979590827835, 0.4783281683921814]",12.784105777740479,6.0,5.411821365356445
22,500,"[0.6201979590827835, 0.4783281683921814]",12.790089130401611,8.0,5.5181193351745605
23,500,"[0.6201979590827835, 0.4783281683921814]",12.7950758934021,7.0,5.978061676025391
24,500,"[0.6201979590827835, 0.4783281683921814]",12.80105972290039,6.0,5.722503185272217
25,500,"[0.6201979590827835, 0.4783281683921814]",12.80704379081726,5.0,5.4829912185668945
26,500,"[0.6201979590827835, 0.4783281683921814]",12.81302785873413,6.0,5.587464332580566
27,500,"[0.6201979590827835, 0.4783281683921814]",12.819011688232422,7.0,6.038959503173828
28,500,"[0.6201979590827835, 0.4783281683921814]",12.82399868965149,6.0,5.339439392089844
29,500,"[0.6201979590827835, 0.4783281683921814]",12.82998251914978,6.0,5.852690696716309
30,500,"[0.6201979590827835, 0.4783281683921814]",12.835966348648071,5.0,5.820597171783447
31,500,"[0.6201979590827835, 0.4783281683921814]",12.840953350067139,5.0,5.655592441558838
32,500,"[0.6201979590827835, 0.4783281683921814]",12.847934484481812,7.0,6.09867525100708
33,500,"[0.6201979590827835, 0.4783281683921814]",12.853919506072998,6.0,5.5181193351745605
34,500,"[0.6201979590827835, 0.4783281683921814]",12.859904527664185,7.0,6.406480312347412
35,500,"[0.6201979590827835, 0.4783281683921814]",12.865886926651001,6.0,5.302794456481934
36,500,"[0.6201979590827835, 0.4783281683921814]",12.872868776321411,6.0,5.375782489776611
37,500,"[0.6201979590827835, 0.4783281683921814]",12.880846738815308,6.0,5.375782489776611
38,500,"[0.6201979590827835, 0.4783281683921814]",12.886830568313599,5.0,5.22860050201416
39,500,"[0.6201979590827835, 0.4783281683921814]",12.892814636230469,5.0,5.1910529136657715
40,500,"[0.6201979590827835, 0.4783281683921814]",12.897801399230957,6.0,5.755504131317139
41,500,"[0.6201979590827835, 0.4783281683921814]",12.903785467147827,6.0,5.788201332092285
42,500,"[0.6201979590827835, 0.4783281683921814]",12.909769058227539,5.0,5.411821365356445
43,500,"[0.6201979590827835, 0.4783281683921814]",12.914756059646606,7.0,5.62168025970459
44,500,"[0.6201979590827835, 0.4783281683921814]",12.920740365982056,4.0,5.375782489776611
45,500,"[0.6201979590827835, 0.4783281683921814]",12.925726890563965,5.0,5.375782489776611
46,500,"[0.6201979590827835, 0.4783281683921814]",12.930713415145874,3.0,6.1280927658081055
47,500,"[0.6201979590827835, 0.4783281683921814]",12.936697244644165,5.0,5.4829912185668945
48,500,"[0.6201979590827835, 0.4783281683921814]",12.941683530807495,5.0,5.411821365356445
49,500,"[0.6201979590827835, 0.4783281683921814]",12.947668075561523,6.0,5.411821365356445
50,500,"[0.6201979590827835, 0.4783281683921814]",12.95265531539917,5.0,5.4829912185668945
51,500,"[0.6201979590827835, 0.4783281683921814]",12.958639860153198,5.0,5.4829912185668945
52,500,"[0.6201979590827835, 0.4783281683921814]",12.963654518127441,7.0,5.655592918395996
53,500,"[0.6201979590827835, 0.4783281683921814]",12.96960997581482,7.0,5.722503185272217
54,500,"[0.6201979590827835, 0.4783281683921814]",12.974596500396729,7.0,6.068964004516602
55,500,"[0.6201979590827835, 0.4783281683921814]",12.980581998825073,5.0,5.587464332580566
56,500,"[0.6201979590827835, 0.4783281683921814]",12.985566854476929,6.0,5.689199447631836
57,500,"[0.6201979590827835, 0.4783281683921814]",12.991551160812378,5.0,5.915975570678711
58,500,"[0.6201979590827835, 0.4783281683921814]",12.997535228729248,6.0,6.008658409118652
59,500,"[0.6201979590827835, 0.4783281683921814]",13.002521753311157,6.0,5.94716739654541
60,500,"[0.6201979590827835, 0.4783281683921814]",13.008505821228027,6.0,5.788201332092285
61,500,"[0.6201979590827835, 0.4783281683921814]",13.013492345809937,5.0,5.4829912185668945
62,500,"[0.6201979590827835, 0.4783281683921814]",13.019476652145386,5.0,5.4829912185668945
63,500,"[0.6201979590827835, 0.4783281683921814]",13.025461673736572,4.0,5.4829912185668945
64,500,"[0.6201979590827835, 0.4783281683921814]",13.030447244644165,7.0,5.339439392089844
65,500,"[0.6201979590827835, 0.4783281683921814]",13.036431074142456,5.0,5.447558403015137
66,500,"[0.6201979590827835, 0.4783281683921814]",13.041418075561523,8.0,6.406480312347412
67,500,"[0.6201979590827835, 0.4783281683921814]",13.047401905059814,6.0,5.339439392089844
68,500,"[0.6201979590827835, 0.4783281683921814]",13.052388429641724,6.0,5.302794456481934
69,500,"[0.6201979590827835, 0.4783281683921814]",13.058372497558594,5.0,5.552943706512451
70,500,"[0.6201979590827835, 0.4783281683921814]",13.064357280731201,6.0,5.4829912185668945
71,500,"[0.6201979590827835, 0.4783281683921814]",13.070341348648071,6.0,6.008658409118652
72,500,"[0.6201979590827835, 0.4783281683921814]",13.076324462890625,5.0,5.375782489776611
