,dense value,loss,duration,Y_test,Y_pred
0,500,"[0.5480312122833618, 0.5061919689178467]",13.037778854370117,6.0,5.8483757972717285
1,500,"[0.5480312122833618, 0.5061919689178467]",13.043762683868408,6.0,6.074368953704834
2,500,"[0.5480312122833618, 0.5061919689178467]",13.049746990203857,7.0,6.867985248565674
3,500,"[0.5480312122833618, 0.5061919689178467]",13.054734230041504,5.0,6.460429668426514
4,500,"[0.5480312122833618, 0.5061919689178467]",13.059720039367676,7.0,6.476417541503906
5,500,"[0.5480312122833618, 0.5061919689178467]",13.065704107284546,6.0,5.988830089569092
6,500,"[0.5480312122833618, 0.5061919689178467]",13.070691108703613,5.0,5.701864719390869
7,500,"[0.5480312122833618, 0.5061919689178467]",13.075677633285522,6.0,5.763126850128174
8,500,"[0.5480312122833618, 0.5061919689178467]",13.08168888092041,6.0,5.82717227935791
9,500,"[0.5480312122833618, 0.5061919689178467]",13.086648225784302,6.0,5.803029537200928
10,500,"[0.5480312122833618, 0.5061919689178467]",13.09163498878479,6.0,5.931683540344238
11,500,"[0.5480312122833618, 0.5061919689178467]",13.097618818283081,6.0,6.232192516326904
12,500,"[0.5480312122833618, 0.5061919689178467]",13.10260558128357,6.0,6.432704448699951
13,500,"[0.5480312122833618, 0.5061919689178467]",13.10858941078186,6.0,5.975070476531982
14,500,"[0.5480312122833618, 0.5061919689178467]",13.113576173782349,6.0,5.900763034820557
15,500,"[0.5480312122833618, 0.5061919689178467]",13.118562698364258,6.0,6.657839298248291
16,500,"[0.5480312122833618, 0.5061919689178467]",13.124547004699707,7.0,6.6292595863342285
17,500,"[0.5480312122833618, 0.5061919689178467]",13.129533529281616,6.0,6.608522891998291
18,500,"[0.5480312122833618, 0.5061919689178467]",13.135517597198486,4.0,6.363247394561768
19,500,"[0.5480312122833618, 0.5061919689178467]",13.140504121780396,5.0,6.00169038772583
20,500,"[0.5480312122833618, 0.5061919689178467]",13.146488189697266,5.0,6.136906147003174
21,500,"[0.5480312122833618, 0.5061919689178467]",13.151474952697754,5.0,5.760312557220459
22,500,"[0.5480312122833618, 0.5061919689178467]",13.157458543777466,6.0,5.4888834953308105
23,500,"[0.5480312122833618, 0.5061919689178467]",13.162445545196533,7.0,6.58035135269165
24,500,"[0.5480312122833618, 0.5061919689178467]",13.16843056678772,8.0,6.0359697341918945
25,500,"[0.5480312122833618, 0.5061919689178467]",13.17341685295105,5.0,6.007670879364014
26,500,"[0.5480312122833618, 0.5061919689178467]",13.179401159286499,6.0,5.8204121589660645
27,500,"[0.5480312122833618, 0.5061919689178467]",13.185385465621948,5.0,5.7376275062561035
28,500,"[0.5480312122833618, 0.5061919689178467]",13.190370559692383,5.0,6.442448139190674
29,500,"[0.5480312122833618, 0.5061919689178467]",13.19735336303711,6.0,6.37636137008667
30,500,"[0.5480312122833618, 0.5061919689178467]",13.202339887619019,5.0,6.223409175872803
31,500,"[0.5480312122833618, 0.5061919689178467]",13.20932126045227,7.0,5.8759613037109375
32,500,"[0.5480312122833618, 0.5061919689178467]",13.216301202774048,6.0,6.042410373687744
33,500,"[0.5480312122833618, 0.5061919689178467]",13.22428011894226,6.0,5.935722351074219
34,500,"[0.5480312122833618, 0.5061919689178467]",13.230263710021973,5.0,5.201814651489258
35,500,"[0.5480312122833618, 0.5061919689178467]",13.236248016357422,6.0,5.99961519241333
36,500,"[0.5480312122833618, 0.5061919689178467]",13.244240283966064,6.0,6.031682014465332
37,500,"[0.5480312122833618, 0.5061919689178467]",13.251208066940308,6.0,6.384909629821777
38,500,"[0.5480312122833618, 0.5061919689178467]",13.25818943977356,6.0,5.933399677276611
39,500,"[0.5480312122833618, 0.5061919689178467]",13.265170574188232,5.0,5.310439586639404
40,500,"[0.5480312122833618, 0.5061919689178467]",13.271154642105103,5.0,4.978260040283203
41,500,"[0.5480312122833618, 0.5061919689178467]",13.278135538101196,6.0,6.496941566467285
42,500,"[0.5480312122833618, 0.5061919689178467]",13.286123275756836,6.0,6.26210880279541
43,500,"[0.5480312122833618, 0.5061919689178467]",13.292098760604858,6.0,6.357474327087402
44,500,"[0.5480312122833618, 0.5061919689178467]",13.29908013343811,6.0,6.3679070472717285
45,500,"[0.5480312122833618, 0.5061919689178467]",13.306061506271362,7.0,6.136409282684326
46,500,"[0.5480312122833618, 0.5061919689178467]",13.312045574188232,6.0,5.848062038421631
47,500,"[0.5480312122833618, 0.5061919689178467]",13.318029165267944,6.0,6.296720027923584
48,500,"[0.5480312122833618, 0.5061919689178467]",13.323015928268433,6.0,6.149278163909912
49,500,"[0.5480312122833618, 0.5061919689178467]",13.328999757766724,5.0,5.467978477478027
50,500,"[0.5480312122833618, 0.5061919689178467]",13.333986282348633,6.0,6.477202892303467
51,500,"[0.5480312122833618, 0.5061919689178467]",13.339969873428345,7.0,6.456559658050537
52,500,"[0.5480312122833618, 0.5061919689178467]",13.344956874847412,6.0,5.958693981170654
53,500,"[0.5480312122833618, 0.5061919689178467]",13.350940704345703,5.0,5.918017864227295
54,500,"[0.5480312122833618, 0.5061919689178467]",13.355927228927612,5.0,6.063893795013428
55,500,"[0.5480312122833618, 0.5061919689178467]",13.36191201210022,6.0,5.746872425079346
56,500,"[0.5480312122833618, 0.5061919689178467]",13.366898536682129,4.0,5.973159313201904
57,500,"[0.5480312122833618, 0.5061919689178467]",13.371886253356934,7.0,6.282639026641846
58,500,"[0.5480312122833618, 0.5061919689178467]",13.377869367599487,6.0,6.251039028167725
