,dense value,loss,duration,Y_test,Y_pred
0,500,"[0.48411221080243405, 0.5572755336761475]",44.08925271034241,6.0,5.384139060974121
1,500,"[0.48411221080243405, 0.5572755336761475]",44.0952365398407,6.0,5.518681049346924
2,500,"[0.48411221080243405, 0.5572755336761475]",44.10122084617615,7.0,6.401848316192627
3,500,"[0.48411221080243405, 0.5572755336761475]",44.10720443725586,5.0,6.179193019866943
4,500,"[0.48411221080243405, 0.5572755336761475]",44.11318850517273,7.0,6.042287349700928
5,500,"[0.48411221080243405, 0.5572755336761475]",44.1181755065918,6.0,5.47893762588501
6,500,"[0.48411221080243405, 0.5572755336761475]",44.12415909767151,5.0,5.2562360763549805
7,500,"[0.48411221080243405, 0.5572755336761475]",44.130144119262695,6.0,5.164149761199951
8,500,"[0.48411221080243405, 0.5572755336761475]",44.136128187179565,6.0,5.255044460296631
9,500,"[0.48411221080243405, 0.5572755336761475]",44.141114711761475,6.0,5.157533168792725
10,500,"[0.48411221080243405, 0.5572755336761475]",44.147098779678345,6.0,5.490744590759277
11,500,"[0.48411221080243405, 0.5572755336761475]",44.152085304260254,6.0,5.6922173500061035
12,500,"[0.48411221080243405, 0.5572755336761475]",44.15707278251648,6.0,6.024270057678223
13,500,"[0.48411221080243405, 0.5572755336761475]",44.16405415534973,6.0,5.658480167388916
14,500,"[0.48411221080243405, 0.5572755336761475]",44.170037508010864,6.0,5.494878768920898
15,500,"[0.48411221080243405, 0.5572755336761475]",44.17502403259277,6.0,6.3297505378723145
16,500,"[0.48411221080243405, 0.5572755336761475]",44.1810085773468,7.0,6.243951320648193
17,500,"[0.48411221080243405, 0.5572755336761475]",44.18599534034729,6.0,6.227753162384033
18,500,"[0.48411221080243405, 0.5572755336761475]",44.191978216171265,4.0,5.925055503845215
19,500,"[0.48411221080243405, 0.5572755336761475]",44.19796347618103,5.0,5.497095108032227
20,500,"[0.48411221080243405, 0.5572755336761475]",44.203946113586426,5.0,5.680089473724365
21,500,"[0.48411221080243405, 0.5572755336761475]",44.208932638168335,5.0,5.224893093109131
22,500,"[0.48411221080243405, 0.5572755336761475]",44.21491718292236,6.0,5.140949249267578
23,500,"[0.48411221080243405, 0.5572755336761475]",44.21990418434143,7.0,6.271909236907959
24,500,"[0.48411221080243405, 0.5572755336761475]",44.224926233291626,8.0,5.4819416999816895
25,500,"[0.48411221080243405, 0.5572755336761475]",44.23087453842163,5.0,5.667674541473389
26,500,"[0.48411221080243405, 0.5572755336761475]",44.2358615398407,6.0,5.385453701019287
27,500,"[0.48411221080243405, 0.5572755336761475]",44.24184536933899,5.0,5.1265387535095215
28,500,"[0.48411221080243405, 0.5572755336761475]",44.246832609176636,5.0,6.008942127227783
29,500,"[0.48411221080243405, 0.5572755336761475]",44.25281643867493,6.0,5.947834491729736
30,500,"[0.48411221080243405, 0.5572755336761475]",44.25780272483826,5.0,5.806177616119385
31,500,"[0.48411221080243405, 0.5572755336761475]",44.262789726257324,7.0,5.425840377807617
32,500,"[0.48411221080243405, 0.5572755336761475]",44.268773794174194,6.0,5.601607799530029
33,500,"[0.48411221080243405, 0.5572755336761475]",44.27376675605774,6.0,5.411721706390381
34,500,"[0.48411221080243405, 0.5572755336761475]",44.278746604919434,5.0,4.7305827140808105
35,500,"[0.48411221080243405, 0.5572755336761475]",44.284730434417725,6.0,5.6498308181762695
36,500,"[0.48411221080243405, 0.5572755336761475]",44.289716482162476,6.0,5.586989879608154
37,500,"[0.48411221080243405, 0.5572755336761475]",44.29570126533508,6.0,5.92086935043335
38,500,"[0.48411221080243405, 0.5572755336761475]",44.30068850517273,6.0,5.6589460372924805
39,500,"[0.48411221080243405, 0.5572755336761475]",44.30667209625244,5.0,4.845985412597656
40,500,"[0.48411221080243405, 0.5572755336761475]",44.31265616416931,5.0,4.5326008796691895
41,500,"[0.48411221080243405, 0.5572755336761475]",44.31764268875122,6.0,5.961245059967041
42,500,"[0.48411221080243405, 0.5572755336761475]",44.32362675666809,6.0,5.922115325927734
43,500,"[0.48411221080243405, 0.5572755336761475]",44.32861328125,6.0,6.023159503936768
44,500,"[0.48411221080243405, 0.5572755336761475]",44.33459782600403,6.0,6.000369071960449
45,500,"[0.48411221080243405, 0.5572755336761475]",44.34058117866516,7.0,5.672194957733154
46,500,"[0.48411221080243405, 0.5572755336761475]",44.34556794166565,6.0,5.315216064453125
47,500,"[0.48411221080243405, 0.5572755336761475]",44.35155200958252,6.0,5.920105457305908
48,500,"[0.48411221080243405, 0.5572755336761475]",44.35753583908081,6.0,5.6729230880737305
49,500,"[0.48411221080243405, 0.5572755336761475]",44.3625226020813,5.0,5.191957950592041
50,500,"[0.48411221080243405, 0.5572755336761475]",44.368507385253906,6.0,6.078979015350342
51,500,"[0.48411221080243405, 0.5572755336761475]",44.37449049949646,7.0,6.061914443969727
52,500,"[0.48411221080243405, 0.5572755336761475]",44.38047385215759,6.0,5.454375743865967
53,500,"[0.48411221080243405, 0.5572755336761475]",44.38546109199524,5.0,5.313387393951416
54,500,"[0.48411221080243405, 0.5572755336761475]",44.39144492149353,5.0,5.45250940322876
55,500,"[0.48411221080243405, 0.5572755336761475]",44.396432638168335,6.0,5.0959153175354
56,500,"[0.48411221080243405, 0.5572755336761475]",44.40241575241089,4.0,5.571290493011475
57,500,"[0.48411221080243405, 0.5572755336761475]",44.407402753829956,7.0,5.813589096069336
58,500,"[0.48411221080243405, 0.5572755336761475]",44.41338658332825,6.0,5.921169281005859
59,500,"[0.48411221080243405, 0.5572755336761475]",44.418373346328735,8.0,6.416086673736572
60,500,"[0.48411221080243405, 0.5572755336761475]",44.42435693740845,7.0,5.908602714538574
61,500,"[0.48411221080243405, 0.5572755336761475]",44.429343938827515,6.0,5.549017429351807
62,500,"[0.48411221080243405, 0.5572755336761475]",44.435328006744385,6.0,5.3177971839904785
63,500,"[0.48411221080243405, 0.5572755336761475]",44.440314531326294,6.0,5.640530586242676
64,500,"[0.48411221080243405, 0.5572755336761475]",44.44629907608032,7.0,6.180640697479248
65,500,"[0.48411221080243405, 0.5572755336761475]",44.45228314399719,6.0,5.682667255401611
66,500,"[0.48411221080243405, 0.5572755336761475]",44.45726919174194,6.0,4.9555487632751465
67,500,"[0.48411221080243405, 0.5572755336761475]",44.46225571632385,5.0,5.308577537536621
68,500,"[0.48411221080243405, 0.5572755336761475]",44.46824049949646,6.0,5.795234203338623
69,500,"[0.48411221080243405, 0.5572755336761475]",44.47323799133301,8.0,5.786101818084717
70,500,"[0.48411221080243405, 0.5572755336761475]",44.47821307182312,8.0,5.999451637268066
71,500,"[0.48411221080243405, 0.5572755336761475]",44.48419713973999,7.0,6.129909038543701
72,500,"[0.48411221080243405, 0.5572755336761475]",44.48919486999512,6.0,6.277462005615234
73,500,"[0.48411221080243405, 0.5572755336761475]",44.49516797065735,7.0,5.435275554656982
74,500,"[0.48411221080243405, 0.5572755336761475]",44.5001540184021,7.0,5.563485145568848
75,500,"[0.48411221080243405, 0.5572755336761475]",44.506139039993286,6.0,6.092868328094482
76,500,"[0.48411221080243405, 0.5572755336761475]",44.51112461090088,5.0,5.6079421043396
77,500,"[0.48411221080243405, 0.5572755336761475]",44.51710915565491,6.0,5.829212665557861
78,500,"[0.48411221080243405, 0.5572755336761475]",44.52209544181824,6.0,5.677491664886475
79,500,"[0.48411221080243405, 0.5572755336761475]",44.52807974815369,7.0,5.571042537689209
80,500,"[0.48411221080243405, 0.5572755336761475]",44.53406286239624,8.0,5.713864803314209
81,500,"[0.48411221080243405, 0.5572755336761475]",44.54004788398743,7.0,6.348978519439697
82,500,"[0.48411221080243405, 0.5572755336761475]",44.545034408569336,5.0,4.918961048126221
83,500,"[0.48411221080243405, 0.5572755336761475]",44.551018476486206,6.0,5.521186828613281
84,500,"[0.48411221080243405, 0.5572755336761475]",44.556005001068115,5.0,5.172115802764893
85,500,"[0.48411221080243405, 0.5572755336761475]",44.561989068984985,7.0,5.816102981567383
86,500,"[0.48411221080243405, 0.5572755336761475]",44.567973136901855,5.0,5.431662082672119
87,500,"[0.48411221080243405, 0.5572755336761475]",44.573957204818726,6.0,6.108971118927002
88,500,"[0.48411221080243405, 0.5572755336761475]",44.580944538116455,6.0,5.656223773956299
89,500,"[0.48411221080243405, 0.5572755336761475]",44.58993363380432,5.0,5.795595169067383
90,500,"[0.48411221080243405, 0.5572755336761475]",44.59589958190918,6.0,5.505194187164307
91,500,"[0.48411221080243405, 0.5572755336761475]",44.60188174247742,6.0,5.860563278198242
92,500,"[0.48411221080243405, 0.5572755336761475]",44.607866525650024,5.0,5.381873607635498
93,500,"[0.48411221080243405, 0.5572755336761475]",44.613850593566895,6.0,5.804421901702881
94,500,"[0.48411221080243405, 0.5572755336761475]",44.61885404586792,6.0,5.3594231605529785
95,500,"[0.48411221080243405, 0.5572755336761475]",44.62482023239136,3.0,5.007997035980225
96,500,"[0.48411221080243405, 0.5572755336761475]",44.62980771064758,4.0,5.358783721923828
97,500,"[0.48411221080243405, 0.5572755336761475]",44.63579177856445,5.0,5.390005111694336
98,500,"[0.48411221080243405, 0.5572755336761475]",44.64132261276245,5.0,5.753930568695068
99,500,"[0.48411221080243405, 0.5572755336761475]",44.64630937576294,6.0,5.455183506011963
100,500,"[0.48411221080243405, 0.5572755336761475]",44.652292251586914,5.0,5.870786190032959
101,500,"[0.48411221080243405, 0.5572755336761475]",44.65727996826172,6.0,5.7612690925598145
102,500,"[0.48411221080243405, 0.5572755336761475]",44.66326403617859,6.0,5.388583183288574
103,500,"[0.48411221080243405, 0.5572755336761475]",44.66828012466431,8.0,6.064725399017334
104,500,"[0.48411221080243405, 0.5572755336761475]",44.67424726486206,6.0,6.181519985198975
105,500,"[0.48411221080243405, 0.5572755336761475]",44.679221868515015,5.0,5.104311466217041
106,500,"[0.48411221080243405, 0.5572755336761475]",44.68520522117615,6.0,5.088802814483643
107,500,"[0.48411221080243405, 0.5572755336761475]",44.69019269943237,6.0,5.510715961456299
108,500,"[0.48411221080243405, 0.5572755336761475]",44.696176052093506,6.0,5.536498546600342
109,500,"[0.48411221080243405, 0.5572755336761475]",44.701162576675415,5.0,6.211052417755127
110,500,"[0.48411221080243405, 0.5572755336761475]",44.70715832710266,5.0,5.002975940704346
111,500,"[0.48411221080243405, 0.5572755336761475]",44.71612238883972,7.0,6.059479713439941
112,500,"[0.48411221080243405, 0.5572755336761475]",44.724100828170776,6.0,5.748487949371338
113,500,"[0.48411221080243405, 0.5572755336761475]",44.73008489608765,6.0,5.499358177185059
114,500,"[0.48411221080243405, 0.5572755336761475]",44.735071420669556,6.0,5.861527919769287
115,500,"[0.48411221080243405, 0.5572755336761475]",44.7415611743927,6.0,5.174935340881348
116,500,"[0.48411221080243405, 0.5572755336761475]",44.74654793739319,6.0,5.263728141784668
117,500,"[0.48411221080243405, 0.5572755336761475]",44.75253176689148,6.0,5.178122520446777
118,500,"[0.48411221080243405, 0.5572755336761475]",44.75751852989197,6.0,6.324482440948486
119,500,"[0.48411221080243405, 0.5572755336761475]",44.76350283622742,6.0,6.225744724273682
120,500,"[0.48411221080243405, 0.5572755336761475]",44.769487380981445,6.0,5.744760990142822
121,500,"[0.48411221080243405, 0.5572755336761475]",44.774473667144775,6.0,5.8140645027160645
122,500,"[0.48411221080243405, 0.5572755336761475]",44.780457973480225,7.0,5.256331443786621
123,500,"[0.48411221080243405, 0.5572755336761475]",44.785444498062134,6.0,5.391799449920654
124,500,"[0.48411221080243405, 0.5572755336761475]",44.791428565979004,6.0,5.534518718719482
125,500,"[0.48411221080243405, 0.5572755336761475]",44.79741311073303,7.0,6.111403942108154
126,500,"[0.48411221080243405, 0.5572755336761475]",44.80239915847778,6.0,5.310268878936768
127,500,"[0.48411221080243405, 0.5572755336761475]",44.80838322639465,7.0,5.930715560913086
128,500,"[0.48411221080243405, 0.5572755336761475]",44.81336975097656,7.0,6.390408515930176
129,500,"[0.48411221080243405, 0.5572755336761475]",44.81935381889343,6.0,6.266335964202881
130,500,"[0.48411221080243405, 0.5572755336761475]",44.82434034347534,6.0,5.61499547958374
131,500,"[0.48411221080243405, 0.5572755336761475]",44.83032441139221,6.0,5.858723163604736
132,500,"[0.48411221080243405, 0.5572755336761475]",44.8353111743927,4.0,4.746607303619385
133,500,"[0.48411221080243405, 0.5572755336761475]",44.84129524230957,5.0,5.377653121948242
134,500,"[0.48411221080243405, 0.5572755336761475]",44.84628200531006,6.0,5.220191478729248
135,500,"[0.48411221080243405, 0.5572755336761475]",44.85226511955261,5.0,5.414018630981445
136,500,"[0.48411221080243405, 0.5572755336761475]",44.858251333236694,6.0,5.541684150695801
137,500,"[0.48411221080243405, 0.5572755336761475]",44.86423373222351,3.0,4.662104606628418
138,500,"[0.48411221080243405, 0.5572755336761475]",44.869220495224,5.0,5.377681255340576
139,500,"[0.48411221080243405, 0.5572755336761475]",44.87520503997803,7.0,6.132678508758545
140,500,"[0.48411221080243405, 0.5572755336761475]",44.88019108772278,5.0,5.303579330444336
141,500,"[0.48411221080243405, 0.5572755336761475]",44.88617515563965,6.0,6.143919467926025
142,500,"[0.48411221080243405, 0.5572755336761475]",44.89116168022156,6.0,5.391205787658691
143,500,"[0.48411221080243405, 0.5572755336761475]",44.89714574813843,6.0,6.081796169281006
144,500,"[0.48411221080243405, 0.5572755336761475]",44.90213322639465,5.0,5.793274402618408
145,500,"[0.48411221080243405, 0.5572755336761475]",44.907118797302246,6.0,6.500183582305908
146,500,"[0.48411221080243405, 0.5572755336761475]",44.91312575340271,6.0,5.556700229644775
147,500,"[0.48411221080243405, 0.5572755336761475]",44.918089628219604,4.0,5.453227519989014
148,500,"[0.48411221080243405, 0.5572755336761475]",44.924073696136475,5.0,4.982702732086182
149,500,"[0.48411221080243405, 0.5572755336761475]",44.929060220718384,5.0,5.4873504638671875
150,500,"[0.48411221080243405, 0.5572755336761475]",44.935044288635254,6.0,5.609655857086182
151,500,"[0.48411221080243405, 0.5572755336761475]",44.94003105163574,7.0,6.28521203994751
152,500,"[0.48411221080243405, 0.5572755336761475]",44.946032762527466,6.0,5.282057285308838
153,500,"[0.48411221080243405, 0.5572755336761475]",44.951030015945435,5.0,5.386681079864502
154,500,"[0.48411221080243405, 0.5572755336761475]",44.95700263977051,5.0,5.95646333694458
155,500,"[0.48411221080243405, 0.5572755336761475]",44.962987184524536,6.0,4.885628700256348
156,500,"[0.48411221080243405, 0.5572755336761475]",44.96797299385071,6.0,5.756472110748291
157,500,"[0.48411221080243405, 0.5572755336761475]",44.9749550819397,5.0,5.4641618728637695
158,500,"[0.48411221080243405, 0.5572755336761475]",44.97994136810303,6.0,5.436641216278076
159,500,"[0.48411221080243405, 0.5572755336761475]",44.984928369522095,5.0,5.241011142730713
160,500,"[0.48411221080243405, 0.5572755336761475]",44.990912437438965,5.0,5.56411075592041
161,500,"[0.48411221080243405, 0.5572755336761475]",44.99589920043945,6.0,5.917918682098389
162,500,"[0.48411221080243405, 0.5572755336761475]",45.00188326835632,6.0,5.196238994598389
163,500,"[0.48411221080243405, 0.5572755336761475]",45.00786733627319,6.0,6.139406681060791
164,500,"[0.48411221080243405, 0.5572755336761475]",45.0128538608551,7.0,5.520437240600586
165,500,"[0.48411221080243405, 0.5572755336761475]",45.018837690353394,6.0,5.662102222442627
166,500,"[0.48411221080243405, 0.5572755336761475]",45.02382445335388,5.0,5.475823879241943
167,500,"[0.48411221080243405, 0.5572755336761475]",45.02980852127075,5.0,5.475726127624512
168,500,"[0.48411221080243405, 0.5572755336761475]",45.03481364250183,6.0,6.140890598297119
